"","source","rise1.3","rise2.3","Location","SubjectPool","Setting","Pencil","tempt","lkl"
"3490","metu",3,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3491","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3492","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3493","metu",NA,6,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3494","metu",2,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3495","metu",2,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3496","metu",2,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3497","metu",NA,5,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3498","metu",7,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3499","metu",NA,10,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3500","metu",5,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3501","metu",NA,10,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3502","metu",8,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3503","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3504","metu",NA,5,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3505","metu",10,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"3506","metu",3,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3507","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3508","metu",NA,6,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3509","metu",NA,5,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3510","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3511","metu",8,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3512","metu",NA,2,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3513","metu",NA,5,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3514","metu",6,NA,"Middle East Technical University, Ankara, Turkey","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3697","lse",9,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"3698","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3699","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3700","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3701","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3702","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3703","lse",NA,8,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3704","lse",1,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3705","lse",NA,6,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3706","lse",NA,8,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3707","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3708","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3709","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3710","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3711","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3712","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3713","lse",NA,4,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3714","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3715","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3716","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3717","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3718","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3719","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3720","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3721","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3722","lse",1,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3723","lse",NA,5,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3724","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3725","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3726","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3727","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3728","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3729","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3730","lse",NA,4,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3731","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3732","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3733","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3734","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3735","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3736","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3737","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3738","lse",8,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3739","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3740","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3741","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3742","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3743","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3744","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3745","lse",1,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3746","lse",4,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3747","lse",7,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3748","lse",NA,6,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3749","lse",NA,6,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3750","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3751","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3752","lse",1,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3753","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3754","lse",4,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3755","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3756","lse",NA,5,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3757","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3758","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3759","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3760","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3761","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3762","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3763","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3764","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3765","lse",10,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"3766","lse",NA,8,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3767","lse",NA,6,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3768","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3769","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3770","lse",NA,4,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3771","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3772","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3773","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3774","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3775","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3776","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3777","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3778","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3779","lse",4,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3780","lse",8,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3781","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3782","lse",8,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3783","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3784","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3785","lse",NA,7,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3786","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3787","lse",NA,4,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3788","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3789","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3790","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3791","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3792","lse",NA,7,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3793","lse",NA,5,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3794","lse",NA,4,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3795","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3796","lse",8,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3797","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3798","lse",NA,1,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3799","lse",4,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3800","lse",6,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3801","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3802","lse",5,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3803","lse",2,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3804","lse",4,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3805","lse",NA,3,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3806","lse",NA,2,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3807","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3808","lse",3,NA,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3809","hawaiion",6,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3810","hawaiion",3,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3811","hawaiion",NA,4,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3812","hawaiion",NA,4,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3813","hawaiion",NA,1,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3814","hawaiion",7,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3815","hawaiion",3,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3816","hawaiion",6,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3817","hawaiion",NA,6,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3818","hawaiion",7,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3819","hawaiion",NA,4,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3820","hawaiion",NA,4,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3821","hawaiion",2,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3822","hawaiion",2,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3823","hawaiion",NA,5,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3824","hawaiion",1,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3825","hawaiion",NA,4,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3826","hawaiion",7,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3827","hawaiion",3,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3828","hawaiion",2,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3829","hawaiion",NA,8,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3830","hawaiion",NA,8,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3831","hawaiion",NA,2,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3832","hawaiion",4,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3833","hawaiion",5,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3834","hawaiion",NA,7,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3835","hawaiion",NA,1,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3836","hawaiion",NA,2,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3837","hawaiion",5,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3838","hawaiion",NA,1,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3839","hawaiion",1,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3840","hawaiion",3,NA,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3841","hawaiion",NA,5,"University of Hawaii, Honolulu, HI","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
